rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;rok;wartosc
pisemny;rozszerzony;jezyk wloski;kobiety;2018;68.8
pisemny;rozszerzony;wiedza o spoleczenstwie;kobiety;2018;26.6
pisemny;rozszerzony;geografia;kobiety;2018;30.3
pisemny;rozszerzony;biologia;kobiety;2018;31.7
pisemny;rozszerzony;chemia;kobiety;2018;38.4
pisemny;rozszerzony;historia;kobiety;2018;31.3
pisemny;rozszerzony;fizyka;kobiety;2018;35.5
pisemny;rozszerzony;historia muzyki;kobiety;2018;53.7
pisemny;rozszerzony;historia sztuki;kobiety;2018;45.6
pisemny;rozszerzony;filozofia;kobiety;2018;42.2
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;kobiety;2018;53.9
pisemny;rozszerzony;informatyka;kobiety;2018;37.4
pisemny;rozszerzony;jezyk kaszubski;kobiety;2018;63.3
pisemny;rozszerzony;jezyk lemkowski;kobiety;2018;0.0
pisemny;rozszerzony;jezyk polski;mezczyzni;2018;48.9
pisemny;rozszerzony;jezyk bialoruski;mezczyzni;2018;100.0
pisemny;rozszerzony;jezyk litewski;mezczyzni;2018;75.5
pisemny;rozszerzony;jezyk ukrainski;mezczyzni;2018;77.3
pisemny;rozszerzony;matematyka;mezczyzni;2018;26.8
pisemny;rozszerzony;jezyk angielski;mezczyzni;2018;57.9
pisemny;rozszerzony;jezyk niemiecki;mezczyzni;2018;55.6
pisemny;rozszerzony;jezyk francuski;mezczyzni;2018;65.6
pisemny;rozszerzony;jezyk rosyjski;mezczyzni;2018;59.1
pisemny;rozszerzony;jezyk hiszpanski;mezczyzni;2018;55.0
pisemny;rozszerzony;jezyk wloski;mezczyzni;2018;71.7
pisemny;rozszerzony;wiedza o spoleczenstwie;mezczyzni;2018;29.9
pisemny;rozszerzony;geografia;mezczyzni;2018;30.6
pisemny;rozszerzony;biologia;mezczyzni;2018;33.0
pisemny;rozszerzony;chemia;mezczyzni;2018;43.5
pisemny;rozszerzony;historia;mezczyzni;2018;33.3
pisemny;rozszerzony;fizyka;mezczyzni;2018;34.9
pisemny;rozszerzony;historia muzyki;mezczyzni;2018;34.9
pisemny;rozszerzony;historia sztuki;mezczyzni;2018;38.7
pisemny;rozszerzony;filozofia;mezczyzni;2018;35.8
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;mezczyzni;2018;65.2
pisemny;rozszerzony;informatyka;mezczyzni;2018;33.8
pisemny;rozszerzony;jezyk kaszubski;mezczyzni;2018;46.5
pisemny;rozszerzony;jezyk lemkowski;mezczyzni;2018;95.0
pisemny;rozszerzony;jezyk polski;ogolem;2018;51.1
pisemny;rozszerzony;jezyk bialoruski;ogolem;2018;100.0
pisemny;rozszerzony;jezyk litewski;ogolem;2018;83.4
pisemny;rozszerzony;jezyk ukrainski;ogolem;2018;83.6
pisemny;rozszerzony;matematyka;ogolem;2018;28.6
pisemny;rozszerzony;jezyk angielski;ogolem;2018;57.3
pisemny;rozszerzony;jezyk niemiecki;ogolem;2018;54.3
pisemny;rozszerzony;jezyk francuski;ogolem;2018;67.0
pisemny;rozszerzony;jezyk rosyjski;ogolem;2018;59.3
pisemny;rozszerzony;jezyk hiszpanski;ogolem;2018;55.5
pisemny;rozszerzony;jezyk wloski;ogolem;2018;69.6
pisemny;rozszerzony;wiedza o spoleczenstwie;ogolem;2018;27.9
pisemny;rozszerzony;geografia;ogolem;2018;30.4
pisemny;rozszerzony;biologia;ogolem;2018;32.0
pisemny;rozszerzony;chemia;ogolem;2018;39.7
pisemny;rozszerzony;historia;ogolem;2018;32.4
pisemny;rozszerzony;fizyka;ogolem;2018;35.0
pisemny;rozszerzony;historia muzyki;ogolem;2018;45.7
pisemny;rozszerzony;historia sztuki;ogolem;2018;44.4
pisemny;rozszerzony;filozofia;ogolem;2018;38.9
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;ogolem;2018;58.0
pisemny;rozszerzony;informatyka;ogolem;2018;34.1
pisemny;rozszerzony;jezyk kaszubski;ogolem;2018;61.9
pisemny;rozszerzony;jezyk lemkowski;ogolem;2018;95.0
ustny;nie dotyczy;jezyk polski;kobiety;2018;68.3
ustny;nie dotyczy;jezyk angielski;kobiety;2018;69.3
ustny;nie dotyczy;jezyk niemiecki;kobiety;2018;65.2
ustny;nie dotyczy;jezyk francuski;kobiety;2018;81.7
ustny;nie dotyczy;jezyk rosyjski;kobiety;2018;66.2
ustny;nie dotyczy;jezyk hiszpanski;kobiety;2018;77.2
ustny;nie dotyczy;jezyk wloski;kobiety;2018;80.2
ustny;nie dotyczy;jezyk polski;mezczyzni;2018;63.3
ustny;nie dotyczy;jezyk angielski;mezczyzni;2018;70.5
ustny;nie dotyczy;jezyk niemiecki;mezczyzni;2018;63.4
ustny;nie dotyczy;jezyk francuski;mezczyzni;2018;81.8
ustny;nie dotyczy;jezyk rosyjski;mezczyzni;2018;63.2
ustny;nie dotyczy;jezyk hiszpanski;mezczyzni;2018;79.8
ustny;nie dotyczy;jezyk wloski;mezczyzni;2018;80.8
ustny;nie dotyczy;jezyk polski;ogolem;2018;66.0
ustny;nie dotyczy;jezyk angielski;ogolem;2018;69.8
ustny;nie dotyczy;jezyk niemiecki;ogolem;2018;64.6
ustny;nie dotyczy;jezyk francuski;ogolem;2018;81.8
ustny;nie dotyczy;jezyk rosyjski;ogolem;2018;65.1
ustny;nie dotyczy;jezyk hiszpanski;ogolem;2018;77.9
ustny;nie dotyczy;jezyk wloski;ogolem;2018;80.3
pisemny;podstawowy;jezyk polski;kobiety;2019;54.6
pisemny;podstawowy;jezyk bialoruski;kobiety;2019;75.3
pisemny;podstawowy;jezyk litewski;kobiety;2019;77.5
pisemny;podstawowy;jezyk ukrainski;kobiety;2019;73.0
pisemny;podstawowy;matematyka;kobiety;2019;58.1
pisemny;podstawowy;jezyk angielski;kobiety;2019;71.5
pisemny;podstawowy;jezyk niemiecki;kobiety;2019;61.3
pisemny;podstawowy;jezyk francuski;kobiety;2019;80.5
pisemny;podstawowy;jezyk rosyjski;kobiety;2019;67.3
pisemny;podstawowy;jezyk hiszpanski;kobiety;2019;76.4
pisemny;podstawowy;jezyk wloski;kobiety;2019;81.4
pisemny;podstawowy;jezyk polski;mezczyzni;2019;48.5
pisemny;podstawowy;jezyk bialoruski;mezczyzni;2019;66.8
pisemny;podstawowy;jezyk litewski;mezczyzni;2019;73.6
pisemny;podstawowy;jezyk ukrainski;mezczyzni;2019;68.7
pisemny;podstawowy;matematyka;mezczyzni;2019;58.8
pisemny;podstawowy;jezyk angielski;mezczyzni;2019;73.5
pisemny;podstawowy;jezyk niemiecki;mezczyzni;2019;60.5
pisemny;podstawowy;jezyk francuski;mezczyzni;2019;82.0
pisemny;podstawowy;jezyk rosyjski;mezczyzni;2019;59.8
pisemny;podstawowy;jezyk hiszpanski;mezczyzni;2019;78.5
pisemny;podstawowy;jezyk wloski;mezczyzni;2019;83.1
pisemny;podstawowy;jezyk polski;ogolem;2019;51.8
pisemny;podstawowy;jezyk bialoruski;ogolem;2019;72.2
pisemny;podstawowy;jezyk litewski;ogolem;2019;76.3
pisemny;podstawowy;jezyk ukrainski;ogolem;2019;71.8
pisemny;podstawowy;matematyka;ogolem;2019;58.4
pisemny;podstawowy;jezyk angielski;ogolem;2019;72.4
pisemny;podstawowy;jezyk niemiecki;ogolem;2019;61.1
pisemny;podstawowy;jezyk francuski;ogolem;2019;80.9
pisemny;podstawowy;jezyk rosyjski;ogolem;2019;64.7
pisemny;podstawowy;jezyk hiszpanski;ogolem;2019;77.0
pisemny;podstawowy;jezyk wloski;ogolem;2019;81.9
pisemny;rozszerzony;jezyk polski;kobiety;2019;56.4
pisemny;rozszerzony;jezyk bialoruski;kobiety;2019;100.0
pisemny;rozszerzony;jezyk litewski;kobiety;2019;90.9
pisemny;rozszerzony;jezyk ukrainski;kobiety;2019;83.3
pisemny;rozszerzony;matematyka;kobiety;2019;42.6
pisemny;rozszerzony;jezyk angielski;kobiety;2019;56.0
pisemny;rozszerzony;jezyk niemiecki;kobiety;2019;55.7
pisemny;rozszerzony;jezyk francuski;kobiety;2019;66.6
pisemny;rozszerzony;jezyk rosyjski;kobiety;2019;61.9
pisemny;rozszerzony;jezyk hiszpanski;kobiety;2019;54.7
pisemny;rozszerzony;jezyk wloski;kobiety;2019;71.1
pisemny;rozszerzony;wiedza o spoleczenstwie;kobiety;2019;25.1
pisemny;rozszerzony;geografia;kobiety;2019;28.4
pisemny;rozszerzony;biologia;kobiety;2019;32.7
pisemny;rozszerzony;chemia;kobiety;2019;38.9
pisemny;rozszerzony;historia;kobiety;2019;34.7
pisemny;rozszerzony;fizyka;kobiety;2019;44.0
pisemny;rozszerzony;historia muzyki;kobiety;2019;49.7
pisemny;rozszerzony;historia sztuki;kobiety;2019;50.1
pisemny;rozszerzony;filozofia;kobiety;2019;37.5
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;kobiety;2019;60.0
pisemny;rozszerzony;informatyka;kobiety;2019;38.8
pisemny;rozszerzony;jezyk kaszubski;kobiety;2019;51.1
pisemny;rozszerzony;jezyk lemkowski;kobiety;2019;92.5
pisemny;rozszerzony;jezyk polski;mezczyzni;2019;51.6
pisemny;rozszerzony;jezyk bialoruski;mezczyzni;2019;100.0
pisemny;rozszerzony;jezyk litewski;mezczyzni;2019;87.0
pisemny;rozszerzony;jezyk ukrainski;mezczyzni;2019;60.3
pisemny;rozszerzony;matematyka;mezczyzni;2019;36.2
pisemny;rozszerzony;jezyk angielski;mezczyzni;2019;56.5
pisemny;rozszerzony;jezyk niemiecki;mezczyzni;2019;56.8
pisemny;rozszerzony;jezyk francuski;mezczyzni;2019;65.7
pisemny;rozszerzony;jezyk rosyjski;mezczyzni;2019;63.5
pisemny;rozszerzony;jezyk hiszpanski;mezczyzni;2019;50.9
pisemny;rozszerzony;jezyk wloski;mezczyzni;2019;70.8
pisemny;rozszerzony;wiedza o spoleczenstwie;mezczyzni;2019;29.3
pisemny;rozszerzony;geografia;mezczyzni;2019;29.3
pisemny;rozszerzony;biologia;mezczyzni;2019;34.8
pisemny;rozszerzony;chemia;mezczyzni;2019;44.0
pisemny;rozszerzony;historia;mezczyzni;2019;38.7
pisemny;rozszerzony;fizyka;mezczyzni;2019;41.9
pisemny;rozszerzony;historia muzyki;mezczyzni;2019;40.4
pisemny;rozszerzony;historia sztuki;mezczyzni;2019;41.1
pisemny;rozszerzony;filozofia;mezczyzni;2019;35.8
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;mezczyzni;2019;61.7
pisemny;rozszerzony;informatyka;mezczyzni;2019;36.3
pisemny;rozszerzony;jezyk kaszubski;mezczyzni;2019;30.5
pisemny;rozszerzony;jezyk lemkowski;mezczyzni;2019;78.0
pisemny;rozszerzony;jezyk polski;ogolem;2019;55.3
pisemny;rozszerzony;jezyk bialoruski;ogolem;2019;100.0
pisemny;rozszerzony;jezyk litewski;ogolem;2019;89.9
pisemny;rozszerzony;jezyk ukrainski;ogolem;2019;78.9
pisemny;rozszerzony;matematyka;ogolem;2019;38.6
pisemny;rozszerzony;jezyk angielski;ogolem;2019;56.2
pisemny;rozszerzony;jezyk niemiecki;ogolem;2019;56.1
pisemny;rozszerzony;jezyk francuski;ogolem;2019;66.4
pisemny;rozszerzony;jezyk rosyjski;ogolem;2019;62.4
pisemny;rozszerzony;jezyk hiszpanski;ogolem;2019;53.8
pisemny;rozszerzony;jezyk wloski;ogolem;2019;71.0
pisemny;rozszerzony;wiedza o spoleczenstwie;ogolem;2019;26.8
pisemny;rozszerzony;geografia;ogolem;2019;28.8
pisemny;rozszerzony;biologia;ogolem;2019;33.2
pisemny;rozszerzony;chemia;ogolem;2019;40.2
pisemny;rozszerzony;historia;ogolem;2019;36.8
pisemny;rozszerzony;fizyka;ogolem;2019;42.4
pisemny;rozszerzony;historia muzyki;ogolem;2019;46.3
pisemny;rozszerzony;historia sztuki;ogolem;2019;48.4
pisemny;rozszerzony;filozofia;ogolem;2019;36.7
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;ogolem;2019;60.5
pisemny;rozszerzony;informatyka;ogolem;2019;36.5
pisemny;rozszerzony;jezyk kaszubski;ogolem;2019;44.2
pisemny;rozszerzony;jezyk lemkowski;ogolem;2019;87.7
ustny;nie dotyczy;jezyk polski;kobiety;2019;68.1
ustny;nie dotyczy;jezyk angielski;kobiety;2019;69.6
ustny;nie dotyczy;jezyk niemiecki;kobiety;2019;65.5
ustny;nie dotyczy;jezyk francuski;kobiety;2019;80.5
ustny;nie dotyczy;jezyk rosyjski;kobiety;2019;68.0
ustny;nie dotyczy;jezyk hiszpanski;kobiety;2019;78.1
ustny;nie dotyczy;jezyk wloski;kobiety;2019;80.6
ustny;nie dotyczy;jezyk polski;mezczyzni;2019;63.2
ustny;nie dotyczy;jezyk angielski;mezczyzni;2019;71.5
ustny;nie dotyczy;jezyk niemiecki;mezczyzni;2019;65.2
ustny;nie dotyczy;jezyk francuski;mezczyzni;2019;82.0
ustny;nie dotyczy;jezyk rosyjski;mezczyzni;2019;62.1
ustny;nie dotyczy;jezyk hiszpanski;mezczyzni;2019;79.7
ustny;nie dotyczy;jezyk wloski;mezczyzni;2019;82.1
ustny;nie dotyczy;jezyk polski;ogolem;2019;65.9
ustny;nie dotyczy;jezyk angielski;ogolem;2019;70.5
ustny;nie dotyczy;jezyk niemiecki;ogolem;2019;65.4
ustny;nie dotyczy;jezyk francuski;ogolem;2019;81.0
ustny;nie dotyczy;jezyk rosyjski;ogolem;2019;65.9
ustny;nie dotyczy;jezyk hiszpanski;ogolem;2019;78.5
ustny;nie dotyczy;jezyk wloski;ogolem;2019;81.1
