rodzaj_egzaminu;poziom_egzaminu;przedmiot;plec;rok;wartosc
pisemny;rozszerzony;wiedza o spoleczenstwie;kobiety;2023;18.8
pisemny;rozszerzony;geografia;kobiety;2023;35.4
pisemny;rozszerzony;biologia;kobiety;2023;25.9
pisemny;rozszerzony;chemia;kobiety;2023;13.2
pisemny;rozszerzony;historia;kobiety;2023;21.5
pisemny;rozszerzony;fizyka;kobiety;2023;11.2
pisemny;rozszerzony;historia muzyki;kobiety;2023;23.9
pisemny;rozszerzony;historia sztuki;kobiety;2023;41.3
pisemny;rozszerzony;filozofia;kobiety;2023;21.0
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;kobiety;2023;13.1
pisemny;rozszerzony;informatyka;kobiety;2023;27.0
pisemny;rozszerzony;jezyk kaszubski;kobiety;2023;35.0
pisemny;rozszerzony;jezyk lemkowski;kobiety;2023;0.0
pisemny;rozszerzony;jezyk polski;mezczyzni;2023;44.3
pisemny;rozszerzony;jezyk bialoruski;mezczyzni;2023;0.0
pisemny;rozszerzony;jezyk litewski;mezczyzni;2023;85.0
pisemny;rozszerzony;jezyk ukrainski;mezczyzni;2023;58.0
pisemny;rozszerzony;matematyka;mezczyzni;2023;18.4
pisemny;rozszerzony;jezyk angielski;mezczyzni;2023;58.5
pisemny;rozszerzony;jezyk niemiecki;mezczyzni;2023;47.5
pisemny;rozszerzony;jezyk francuski;mezczyzni;2023;49.3
pisemny;rozszerzony;jezyk rosyjski;mezczyzni;2023;72.9
pisemny;rozszerzony;jezyk hiszpanski;mezczyzni;2023;39.5
pisemny;rozszerzony;jezyk wloski;mezczyzni;2023;70.2
pisemny;rozszerzony;wiedza o spoleczenstwie;mezczyzni;2023;25.8
pisemny;rozszerzony;geografia;mezczyzni;2023;37.8
pisemny;rozszerzony;biologia;mezczyzni;2023;26.4
pisemny;rozszerzony;chemia;mezczyzni;2023;15.6
pisemny;rozszerzony;historia;mezczyzni;2023;28.9
pisemny;rozszerzony;fizyka;mezczyzni;2023;16.2
pisemny;rozszerzony;historia muzyki;mezczyzni;2023;25.8
pisemny;rozszerzony;historia sztuki;mezczyzni;2023;30.6
pisemny;rozszerzony;filozofia;mezczyzni;2023;22.3
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;mezczyzni;2023;19.9
pisemny;rozszerzony;informatyka;mezczyzni;2023;30.5
pisemny;rozszerzony;jezyk kaszubski;mezczyzni;2023;8.0
pisemny;rozszerzony;jezyk lemkowski;mezczyzni;2023;0.0
pisemny;rozszerzony;jezyk polski;ogolem;2023;48.5
pisemny;rozszerzony;jezyk bialoruski;ogolem;2023;0.0
pisemny;rozszerzony;jezyk litewski;ogolem;2023;92.5
pisemny;rozszerzony;jezyk ukrainski;ogolem;2023;69.3
pisemny;rozszerzony;matematyka;ogolem;2023;17.4
pisemny;rozszerzony;jezyk angielski;ogolem;2023;56.5
pisemny;rozszerzony;jezyk niemiecki;ogolem;2023;43.8
pisemny;rozszerzony;jezyk francuski;ogolem;2023;42.2
pisemny;rozszerzony;jezyk rosyjski;ogolem;2023;72.7
pisemny;rozszerzony;jezyk hiszpanski;ogolem;2023;39.9
pisemny;rozszerzony;jezyk wloski;ogolem;2023;66.1
pisemny;rozszerzony;wiedza o spoleczenstwie;ogolem;2023;22.1
pisemny;rozszerzony;geografia;ogolem;2023;36.6
pisemny;rozszerzony;biologia;ogolem;2023;26.0
pisemny;rozszerzony;chemia;ogolem;2023;14.0
pisemny;rozszerzony;historia;ogolem;2023;27.2
pisemny;rozszerzony;fizyka;ogolem;2023;15.8
pisemny;rozszerzony;historia muzyki;ogolem;2023;25.2
pisemny;rozszerzony;historia sztuki;ogolem;2023;39.4
pisemny;rozszerzony;filozofia;ogolem;2023;21.8
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;ogolem;2023;17.2
pisemny;rozszerzony;informatyka;ogolem;2023;30.3
pisemny;rozszerzony;jezyk kaszubski;ogolem;2023;21.5
pisemny;rozszerzony;jezyk lemkowski;ogolem;2023;0.0
ustny;nie dotyczy;jezyk polski;kobiety;2023;61.1
ustny;nie dotyczy;jezyk bialoruski;kobiety;2023;49.0
ustny;nie dotyczy;jezyk litewski;kobiety;2023;0.0
ustny;nie dotyczy;jezyk ukrainski;kobiety;2023;0.0
ustny;nie dotyczy;jezyk angielski;kobiety;2023;61.2
ustny;nie dotyczy;jezyk niemiecki;kobiety;2023;50.8
ustny;nie dotyczy;jezyk francuski;kobiety;2023;63.3
ustny;nie dotyczy;jezyk rosyjski;kobiety;2023;68.0
ustny;nie dotyczy;jezyk hiszpanski;kobiety;2023;61.8
ustny;nie dotyczy;jezyk wloski;kobiety;2023;86.0
ustny;nie dotyczy;jezyk polski;mezczyzni;2023;59.2
ustny;nie dotyczy;jezyk bialoruski;mezczyzni;2023;0.0
ustny;nie dotyczy;jezyk litewski;mezczyzni;2023;0.0
ustny;nie dotyczy;jezyk ukrainski;mezczyzni;2023;0.0
ustny;nie dotyczy;jezyk angielski;mezczyzni;2023;70.3
ustny;nie dotyczy;jezyk niemiecki;mezczyzni;2023;56.9
ustny;nie dotyczy;jezyk francuski;mezczyzni;2023;98.3
ustny;nie dotyczy;jezyk rosyjski;mezczyzni;2023;71.8
ustny;nie dotyczy;jezyk hiszpanski;mezczyzni;2023;80.0
ustny;nie dotyczy;jezyk wloski;mezczyzni;2023;86.8
ustny;nie dotyczy;jezyk polski;ogolem;2023;59.9
ustny;nie dotyczy;jezyk bialoruski;ogolem;2023;49.0
ustny;nie dotyczy;jezyk litewski;ogolem;2023;0.0
ustny;nie dotyczy;jezyk ukrainski;ogolem;2023;0.0
ustny;nie dotyczy;jezyk angielski;ogolem;2023;66.7
ustny;nie dotyczy;jezyk niemiecki;ogolem;2023;53.1
ustny;nie dotyczy;jezyk francuski;ogolem;2023;76.0
ustny;nie dotyczy;jezyk rosyjski;ogolem;2023;69.6
ustny;nie dotyczy;jezyk hiszpanski;ogolem;2023;66.0
ustny;nie dotyczy;jezyk wloski;ogolem;2023;86.3
pisemny;podstawowy;jezyk polski;kobiety;2023;67.2
pisemny;podstawowy;jezyk bialoruski;kobiety;2023;78.8
pisemny;podstawowy;jezyk litewski;kobiety;2023;77.5
pisemny;podstawowy;jezyk ukrainski;kobiety;2023;74.9
pisemny;podstawowy;matematyka;kobiety;2023;69.8
pisemny;podstawowy;jezyk angielski;kobiety;2023;83.6
pisemny;podstawowy;jezyk niemiecki;kobiety;2023;66.4
pisemny;podstawowy;jezyk francuski;kobiety;2023;78.8
pisemny;podstawowy;jezyk rosyjski;kobiety;2023;77.2
pisemny;podstawowy;jezyk hiszpanski;kobiety;2023;76.3
pisemny;podstawowy;jezyk wloski;kobiety;2023;77.9
pisemny;podstawowy;jezyk polski;mezczyzni;2023;62.9
pisemny;podstawowy;jezyk bialoruski;mezczyzni;2023;68.9
pisemny;podstawowy;jezyk litewski;mezczyzni;2023;69.3
pisemny;podstawowy;jezyk ukrainski;mezczyzni;2023;71.7
pisemny;podstawowy;matematyka;mezczyzni;2023;73.0
pisemny;podstawowy;jezyk angielski;mezczyzni;2023;86.2
pisemny;podstawowy;jezyk niemiecki;mezczyzni;2023;74.5
pisemny;podstawowy;jezyk francuski;mezczyzni;2023;80.7
pisemny;podstawowy;jezyk rosyjski;mezczyzni;2023;81.2
pisemny;podstawowy;jezyk hiszpanski;mezczyzni;2023;76.6
pisemny;podstawowy;jezyk wloski;mezczyzni;2023;81.4
pisemny;podstawowy;jezyk polski;ogolem;2023;65.6
pisemny;podstawowy;jezyk bialoruski;ogolem;2023;75.1
pisemny;podstawowy;jezyk litewski;ogolem;2023;73.4
pisemny;podstawowy;jezyk ukrainski;ogolem;2023;73.6
pisemny;podstawowy;matematyka;ogolem;2023;71.0
pisemny;podstawowy;jezyk angielski;ogolem;2023;84.6
pisemny;podstawowy;jezyk niemiecki;ogolem;2023;69.0
pisemny;podstawowy;jezyk francuski;ogolem;2023;79.3
pisemny;podstawowy;jezyk rosyjski;ogolem;2023;78.4
pisemny;podstawowy;jezyk hiszpanski;ogolem;2023;76.4
pisemny;podstawowy;jezyk wloski;ogolem;2023;78.7
pisemny;rozszerzony;jezyk polski;kobiety;2023;50.0
pisemny;rozszerzony;jezyk bialoruski;kobiety;2023;100.0
pisemny;rozszerzony;jezyk litewski;kobiety;2023;73.7
pisemny;rozszerzony;jezyk ukrainski;kobiety;2023;72.0
pisemny;rozszerzony;matematyka;kobiety;2023;48.3
pisemny;rozszerzony;jezyk angielski;kobiety;2023;67.5
pisemny;rozszerzony;jezyk niemiecki;kobiety;2023;57.6
pisemny;rozszerzony;jezyk francuski;kobiety;2023;56.6
pisemny;rozszerzony;jezyk rosyjski;kobiety;2023;70.9
pisemny;rozszerzony;jezyk hiszpanski;kobiety;2023;54.4
pisemny;rozszerzony;jezyk wloski;kobiety;2023;67.1
pisemny;rozszerzony;wiedza o spoleczenstwie;kobiety;2023;38.7
pisemny;rozszerzony;geografia;kobiety;2023;52.0
pisemny;rozszerzony;biologia;kobiety;2023;47.1
pisemny;rozszerzony;chemia;kobiety;2023;44.6
pisemny;rozszerzony;historia;kobiety;2023;39.8
pisemny;rozszerzony;fizyka;kobiety;2023;38.6
pisemny;rozszerzony;historia muzyki;kobiety;2023;52.6
pisemny;rozszerzony;historia sztuki;kobiety;2023;46.5
pisemny;rozszerzony;filozofia;kobiety;2023;43.8
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;kobiety;2023;56.0
pisemny;rozszerzony;informatyka;kobiety;2023;42.0
pisemny;rozszerzony;jezyk kaszubski;kobiety;2023;56.7
pisemny;rozszerzony;jezyk lemkowski;kobiety;2023;100.0
pisemny;rozszerzony;jezyk polski;mezczyzni;2023;47.9
pisemny;rozszerzony;jezyk bialoruski;mezczyzni;2023;96.7
pisemny;rozszerzony;jezyk litewski;mezczyzni;2023;80.0
pisemny;rozszerzony;jezyk ukrainski;mezczyzni;2023;76.3
pisemny;rozszerzony;matematyka;mezczyzni;2023;52.3
pisemny;rozszerzony;jezyk angielski;mezczyzni;2023;71.2
pisemny;rozszerzony;jezyk niemiecki;mezczyzni;2023;60.2
pisemny;rozszerzony;jezyk francuski;mezczyzni;2023;62.6
pisemny;rozszerzony;jezyk rosyjski;mezczyzni;2023;74.3
pisemny;rozszerzony;jezyk hiszpanski;mezczyzni;2023;49.8
pisemny;rozszerzony;jezyk wloski;mezczyzni;2023;70.2
pisemny;rozszerzony;wiedza o spoleczenstwie;mezczyzni;2023;47.6
pisemny;rozszerzony;geografia;mezczyzni;2023;54.2
pisemny;rozszerzony;biologia;mezczyzni;2023;50.8
pisemny;rozszerzony;chemia;mezczyzni;2023;52.2
pisemny;rozszerzony;historia;mezczyzni;2023;50.8
pisemny;rozszerzony;fizyka;mezczyzni;2023;45.3
pisemny;rozszerzony;historia muzyki;mezczyzni;2023;53.0
pisemny;rozszerzony;historia sztuki;mezczyzni;2023;44.9
pisemny;rozszerzony;filozofia;mezczyzni;2023;49.3
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;mezczyzni;2023;70.9
pisemny;rozszerzony;informatyka;mezczyzni;2023;45.1
pisemny;rozszerzony;jezyk kaszubski;mezczyzni;2023;48.0
pisemny;rozszerzony;jezyk lemkowski;mezczyzni;2023;100.0
pisemny;rozszerzony;jezyk polski;ogolem;2023;49.7
pisemny;rozszerzony;jezyk bialoruski;ogolem;2023;99.3
pisemny;rozszerzony;jezyk litewski;ogolem;2023;75.8
pisemny;rozszerzony;jezyk ukrainski;ogolem;2023;73.2
pisemny;rozszerzony;matematyka;ogolem;2023;50.2
pisemny;rozszerzony;jezyk angielski;ogolem;2023;68.9
pisemny;rozszerzony;jezyk niemiecki;ogolem;2023;58.3
pisemny;rozszerzony;jezyk francuski;ogolem;2023;58.0
pisemny;rozszerzony;jezyk rosyjski;ogolem;2023;72.0
pisemny;rozszerzony;jezyk hiszpanski;ogolem;2023;53.4
pisemny;rozszerzony;jezyk wloski;ogolem;2023;67.8
pisemny;rozszerzony;wiedza o spoleczenstwie;ogolem;2023;41.8
pisemny;rozszerzony;geografia;ogolem;2023;52.9
pisemny;rozszerzony;biologia;ogolem;2023;48.0
pisemny;rozszerzony;chemia;ogolem;2023;46.5
pisemny;rozszerzony;historia;ogolem;2023;45.1
pisemny;rozszerzony;fizyka;ogolem;2023;43.2
pisemny;rozszerzony;historia muzyki;ogolem;2023;52.8
pisemny;rozszerzony;historia sztuki;ogolem;2023;46.3
pisemny;rozszerzony;filozofia;ogolem;2023;45.7
pisemny;rozszerzony;jezyk lacinski i kultura antyczna;ogolem;2023;60.5
pisemny;rozszerzony;informatyka;ogolem;2023;44.6
pisemny;rozszerzony;jezyk kaszubski;ogolem;2023;53.6
pisemny;rozszerzony;jezyk lemkowski;ogolem;2023;100.0
ustny;nie dotyczy;jezyk polski;kobiety;2023;74.1
ustny;nie dotyczy;jezyk bialoruski;kobiety;2023;88.0
ustny;nie dotyczy;jezyk litewski;kobiety;2023;80.0
ustny;nie dotyczy;jezyk ukrainski;kobiety;2023;80.5
ustny;nie dotyczy;jezyk angielski;kobiety;2023;80.8
ustny;nie dotyczy;jezyk niemiecki;kobiety;2023;71.9
ustny;nie dotyczy;jezyk francuski;kobiety;2023;81.9
ustny;nie dotyczy;jezyk rosyjski;kobiety;2023;77.3
ustny;nie dotyczy;jezyk hiszpanski;kobiety;2023;76.7
ustny;nie dotyczy;jezyk wloski;kobiety;2023;78.1
ustny;nie dotyczy;jezyk polski;mezczyzni;2023;70.5
ustny;nie dotyczy;jezyk bialoruski;mezczyzni;2023;84.0
ustny;nie dotyczy;jezyk litewski;mezczyzni;2023;59.5
ustny;nie dotyczy;jezyk ukrainski;mezczyzni;2023;85.1
ustny;nie dotyczy;jezyk angielski;mezczyzni;2023;83.8
ustny;nie dotyczy;jezyk niemiecki;mezczyzni;2023;77.5
ustny;nie dotyczy;jezyk francuski;mezczyzni;2023;87.6
ustny;nie dotyczy;jezyk rosyjski;mezczyzni;2023;83.4
ustny;nie dotyczy;jezyk hiszpanski;mezczyzni;2023;77.0
ustny;nie dotyczy;jezyk wloski;mezczyzni;2023;90.1
ustny;nie dotyczy;jezyk polski;ogolem;2023;72.8
ustny;nie dotyczy;jezyk bialoruski;ogolem;2023;86.5
ustny;nie dotyczy;jezyk litewski;ogolem;2023;69.7
ustny;nie dotyczy;jezyk ukrainski;ogolem;2023;82.5
ustny;nie dotyczy;jezyk angielski;ogolem;2023;81.9
ustny;nie dotyczy;jezyk niemiecki;ogolem;2023;73.7
ustny;nie dotyczy;jezyk francuski;ogolem;2023;83.6
ustny;nie dotyczy;jezyk rosyjski;ogolem;2023;79.1
ustny;nie dotyczy;jezyk hiszpanski;ogolem;2023;76.8
ustny;nie dotyczy;jezyk wloski;ogolem;2023;80.9
